2,74.044
4,71.58
6,70.245
8,74.07
10,70.036
12,69.32
14,67.887
16,69.681
18,69.238
20,68.632
22,70.039
24,67.623
26,68.342
28,69.499
30,69.698
32,70.808
34,72.018
36,69.701
38,69.75
40,72.729
132,73.557
134,76.753
136,78.141
138,76.538
140,80.796
142,76.32
144,80.239
146,76.736
148,77.092
150,75.745
152,77.196
154,76.914
156,75.83
158,78.724
160,77.705
162,81.082
164,79.369
166,78.549
168,75.062
170,79.144
392,75.94
394,69.213
396,66.572
398,65.879
400,67.092
402,65.093
404,64.779
406,63.521
408,67.083
410,67.156
412,67.92
414,69.836
416,65.783
418,67.758
420,62.923
422,66.033
424,67.33
426,63.932
428,63.354
430,64.492
509,65.197
522,86
524,83.15
526,83.478
528,82.211
530,83.835
532,84.55
534,82.885
536,83.478
538,83.016
540,80.792
542,81.809
544,84.687
546,83.263
548,81.738
550,81.981
552,82.143
554,82.678
556,81.875
558,83.016
560,80.729
782,62
784,62.906
786,65.572
788,68.713
790,64
792,71.996
794,67.971
796,64
798,66.997
800,67.953
802,68.662
804,65.867
806,67.218
808,68.996
810,64.444
812,71.795
814,64.923
816,65.099
818,66
820,68.207
912,73.242
914,73.043
916,73.711
918,75.535
920,73.719
922,74.841
924,74.805
926,75.91
928,75.847
930,76.277
932,77.199
934,77.399
936,78.093
938,77.864
940,74.583
942,75.837
944,73.866
946,75.824
948,76.233
950,77.762
1042,77.952
1044,79.248
1046,75.612
1048,77.803
1050,78.36
1052,75.472
1054,77.699
1056,76.113
1058,79.182
1060,77.895
1062,77.719
1064,77.709
1066,78.165
1068,76.934
1172,84.97
1174,85.233
1176,85.449
1178,88.088
1180,84.045
1182,84.584
1184,83.997
1186,86.112
1188,85.994
1190,85.908
1192,86.194
1194,85.728
1196,87.921
1198,89.477
1200,88.364
1202,87.894
1204,88.627
1206,85.532
1208,82.881
1210,80.796
1562,53.092
1564,53.73
1566,53.803
1568,54.965
1570,53.41
1572,53.005
1574,52.732
1576,52.702
1578,52.43
1580,52.887
1582,55.454
1584,51.772
1586,54.051
1588,52.33
1590,53.146
1592,54.163
1594,52.196
1596,50.758
1598,51.373
1600,51.619
1692,85.285
1694,81.598
1696,82.444
1698,83.184
1700,79.641
1702,77.324
1704,76
1706,75.271
1708,74.766
1710,73.528
1712,75.022
1714,73.704
1716,77.728
1718,72.535
1720,76.16
1722,73.306
1724,73.243
1726,72.551
1728,81.032
1730,74.432
1952,78.552
1954,78.183
1956,78
1958,79.019
1960,81.04
1962,79.456
1964,77.419
1966,78.436
1968,75.429
1970,77.501
1972,78.316
1974,79.057
1976,79.561
1978,77.813
1980,78.261
1982,78.206
2082,70
2084,68.65
2086,67.812
2088,68.867
2090,64.62
2092,68.087
2094,68.987
2096,68.803
2098,67.071
2100,67.549
2102,66.427
2104,65.704
2106,66.871
2108,68.006
2110,66.009
2112,63.426
2114,64.824
2116,64.178
2118,62.631
2120,64.625
2212,50.595
2214,54.559
2216,53.819
2218,54.874
2220,57.503
2222,58.291
2224,53.589
2226,59.979
2228,58.009
2230,50
2232,54.998
2234,56.958
2236,58
2238,58.095
2240,58
2242,57.917
2244,62
2246,54.64
2248,53.451
2250,57.283
2342,75.549
2344,76.739
2346,77.63
2348,82.455
2350,81.249
2352,75.887
2354,78.11
2356,76.969
2358,74.845
2360,76.315
2362,76.62
2364,74.027
2366,73.506
2368,80.07
2370,78.804
2372,76.126
2374,75.996
2376,73.486
2378,72.94
2380,75.824
2472,76.823
2474,75.672
2476,75.464
2478,68.707
2480,71.983
2482,70.715
2484,72.831
2486,70.493
2488,64.254
2490,77.684
2492,65.535
2494,77.959
2496,74.196
2498,65.105
2500,66.424
2502,66.625
2504,68.216
2506,74.547
2508,74.849
2510,72.564
2602,94.484
2604,99.222
2606,96.364
2608,99.779
2610,97.689
2612,99.727
2614,97.783
2616,98.095
2618,95.899
2620,96.633
2622,96.839
2624,97.338
2626,95.366
2628,93.075
2630,94.492
2632,97.641
2634,95.653
2636,91.525
2638,95.287
2640,92.384
2732,65.076
2734,69.94
2736,67.932
2738,69.423
2740,68.529
2742,67.528
2744,69.834
2746,70.254
2748,70.551
2750,68.692
2752,67.559
2754,68.159
2756,69.977
2758,69.377
2760,65.564
2762,69.068
2764,70.669
2766,67.624
2768,68.374
2770,67.514
2862,86
2864,87.756
2866,82
2868,87.165
2870,82
2872,86
2874,82.857
2876,88
2878,86
2880,90
2882,82
2884,88
2886,82
2888,82
2890,82
2892,86
2894,84
2896,80
2898,86
2900,94
2992,65.877
2994,68.219
2996,64.668
2998,63.185
3000,66.114
3002,66.812
3004,67.736
3006,70
3008,63.004
3010,63.81
3012,66.953
3014,65.295
3016,67.893
3018,71.117
3020,67
3022,61.456
3024,61.706
3026,65.079
3028,64.228
3030,67.585
3252,99.281
3254,92.518
3256,98.273
3258,92.933
3260,95.462
3262,93.81
3264,93.034
3266,89.047
3268,92.234
3270,87.906
3272,93.941
3274,87.629
3276,93.421
3278,90.697
3280,93.038
3282,87.299
3284,95.757
3286,92.72
